"KKAL_ID","KKAL_GRUPAS_KODS","KKAL_SHIFRS","KKAL_NOSAUKUMS","KKAL_APRAKSTS","KKAL_NORMATIVS","KKAL_MERVIENIBA","KKAL_IR_AKTIVS","KKAL_FIZ_RADIJUMS","KKAL_KOEFICENT","KKAL_KEDI_SECTION","KKAL_KWOI_ID","KKAL_PLAN_PRICE","KKAL_NOT_PLAN_PRICE","KKAL_1","KKAL_2","KKAL_3","KKAL_4","KKAL_5","KKAL_6","KKAL_7","KKAL_8","KKAL_9","KKAL_10"
"239","80","80140","Citi profilaktiskie mērījumi","Darbos ietilpst: sprieguma, slodzes, kontektu pārejas, izolācijas, gabarītu, kontaktu temperatūras un c. mērījumi, kas nav iekļauti citās kalkulācijās","0.25","mēr.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"240","80","80200","Materiālu sagatavošana un komplektēšana","Darbos ietilpst: Materiālu sagatavošana un komplektēšana","1.00","c.st.","0",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"241","80","80250","Operatīvie pārslēgumi un darba vietas sagatavošana","Darbos ietilpst: 0,4 un 20 kV tīklā veiktie operatīvie pārslēgumi, darba vietas sagatavošana","1.00","c.st.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"242","80","80270","Elektroenerģijas skaitītāja demontāža","Darbos ietilpst: visu veidu elektroenerģijas skaitītāja demontāža (vienfāzu, trīsfāzu, elektroniskie)","0.50","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"243","80","80280","Elektroenerģijas skaitītāja montāža","Darbos ietilpst: visu veidu elektroenerģijas skaitītāja montāža (vienfāzu, trīsfāzu, elektroniskie)","0.50","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"244","80","80290","Metināšanas darbi","Darbos ietilpst: dažādi metināšanas darbi ar stacionāro vai pārvietojamo metināmo aparātu, kuri nav iekļauti citās kalkulācijās","1.10","c.st.","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"245","80","80295","Dīzeļģeneratora apkalpošana","Darbos ietilpst: dīzeļģeneratora apkalpošana, kas saistīta ar patērētāju nodrošināšanu ar elektroenerģiju, elektrotīkla atslēguma vai bojājuma laikā","1.00","c.st.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"246","80","80297","Zāles pļaušana","Darbos ietilpst: zāles pļaušana ap TP, SP, KP u.tml.","0.01","m2","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"247","80","80300","Sīku defektu novēršana","Darbos ietilpst: dažādu sīku defektu novēršana, kuri nav ietverti citās kalkulācijās (piem. sadalnes durvju taisnošana; slēdzenes remonts; drošinātāja nomaiņa u.tml.)","1.00","c.st.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"248","80","80400","Demontāžas darbi","Darbos ietilpst: dažādi demontāžas darbi, kuri nav ietveri citās kalkulācijās, to rezultātā tiek veikta noteiktā demontāža, sakārtota damontāžas vieta, savākti atkritumi, apsaimniekoti demontētie materiāli","1.00","c.st.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"249","80","80500","Ceļā uz objektu pavadītais laiks","Kalkulācija ietver: viena montiera ceļā pavadīto laiku","1.00","c.st.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"250","80","80600","RCD montiera darbs ar mazgabarīta rakšanas/celšanas tehniku","Kalkulācija piemērojama dažadai rakšanas/ celšanas tehnikai - Bobcat, ķēdei, pacēlāju u.tml., kurai nav kalkulācijas vai sniedzot pakalpojumus OIB.","1.00","c.st.","0",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"251","10","10060","Kabeļa AMKA līdz 3x70+95 montāža","Darbos ietilpst: AMKA montāža, regulēšana, visi  darbi, kas nepieciešami, lai piekarkabeli AMKA uzmontētu un pievienotu balstā, ieskaitot armatūras montāžu","81.00","km","1","6z","1.00","Rēzekne","2","56.56","1000.20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"252","10","10070","Kabeļa AMKA 3x120+95 montāža","Darbos ietilpst: AMKA montāža, regulēšana, visi  darbi, kas nepieciešami, lai piekarkabeli AMKA uzmontētu un pievienotu balstā, ieskaitot armatūras montāžu","96.00","km","1","6z","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"253","10","25610","Vadu nostiprināšana starpbalstā ar dubultsējumu (0.4 kV EPL)","Darbos ietilpst: esošā vada nostiprināšana balstā, uzkārumu pievienošana","0.40","vads","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"254","10","26960","Pārsprieguma novadītāja montāža (0.4 kV)","Darbos ietilpst: pārsprieguma novadītāja montāža   (0.4 kV EPL)","0.70","gab","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"255","40","51110","Starpbalsta uzstādīšana ar apgrūtinājumiem (20 kV EPL)","Darbos ietilpst: bedres izurbšana, staba iestādīšana, cepurītes uzlikšana, bedres aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana. Kalkulāciju pielieto blīvi apbūvētās teritorijās vai vietās ar intensīvu satiksmi un ģeogrāfiski grūti pieejamās vietās","5.00","balsts","1","1v","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"256","40","52110","A-balsta uzstādīšana ar apgrūtinājumiem (20 kV EPL)","Darbos ietilpst: 2 bedru izurbšana, enkura bedres izurbšana un enkura pievienošana stabam, 2 stabu iestādīšana, stabu galotņu piezāģēšana, stabu galotņu saskrūvēšana, cepurītes uzlikšana, bedru aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana. Kalkulācija attiecas uz stūra A-starpbalstu, nozarojuma A- starpbalstu, gala A-balstu, A-enkurbalstu sask. ar LEK. Kalkulāciju pielieto blīvi apbūvētās teritorijās vai vietās ar intensīvu satiksmi un ģeogrāfiski grūti pieejamās vietās","14.00","balsts","1","1v","2.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"257","40","54310","Enkurbalsta  demontāža (20 kV EPL)","Darbos ietilpst: Enkurbalsta demontāža,  bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","3.00","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"258","40","54410","Pagarinātā enkurbalsta  demontāža (20 kV EPL)","Darbos ietilpst: Enkurbalsta gala un balstu zāģēšana no pacēlāja,enkurbalsta demontāža , bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","5.00","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"259","40","54550","Pagarinātā A-balsta  demontāža (20 kV EPL)","Darbos ietilpst: A-balsta demontāža, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","3.50","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"260","40","58710","Pārsprieguma novadītāja montāža (20 kV EPL)","Darbos ietilpst: pārsprieguma novadītāja montāža (20 kV)","1.20","gab","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"261","40","58922","Trases tīrīšana ar Huddig (20 kV EPL)","Darbos ietilpst: koku un krūmu zāģēšana ar Huddig un krūmu iztīrīšana ap balstiem un ar tehniku nepieejamās vietās","16.00","ha","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"262","40","58924","Trases vertikālā tīrīšana ar Huddig (20 kV EPL)","Darbos ietilpst: zaru apzāģēšana gar vienu trases malu normatīvos paredzētajā attālumā no EPL, montiera palīgdarbi un uzraudzība","10.00","km","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"263","40","52090","Horizontālā šķērša montāža (20 kV EPL)","Darbos ietilpst: horizontālā šķērša sagatavošana un uzstādīšana","2.00","gab","1",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"264","80","80310","RCD montiera darbs NIAD pasūtījumā","Kalkulācija piemērojama pārējiem darbiem, kuriem nav piemerojamas citas kalkulācijas un darbi tiek veikti pēc NIAD pasūtījuma","1.00","c.st.","0",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"265","80","80700","Sniega tīrīšana bāzē (NĪAD)","Kalkulāciju izmanto sniega tīrīšanai bāzēs NĪAD uzdevumā","1.00","st.","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"266","80","80710","RCD montiera darbs NIAD pasūtījumā","Kalkulācija piemērojama pārējiem darbiem, kuriem nav piemerojamas citas kalkulācijas un darbi tiek veikti pēc NIAD pasūtījuma","1.00","c.st.","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"267","80","80610","RCD montiera darbs ar mazgabarīta rakšanas tehniku","Kalkulācija piemērojama dažadai rakšanas tehnikai - Bobcat, ķēdei u.tml., kurai nav kalkulācijas vai sniedzot pakalpojumus citām struktūrvienībām","1.00","c.st.","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"268","80","80620","RCD montiera darbs ar pacēlāju","Kalkulācija piemērojama sniedzot pakalpojumus ar pacēlāju citām struktūrvienībām","1.00","c.st.","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"269","80","80611","Tranšejas izrakšana un aizbēršana ar mehānismiem","Darbos ietilpst: tranšejas izrakšana un aizrakšana ar mazgabarīta rakšanas tehniku. Darbi tiek veikti ar RCD brigādes resursiem","0.02","m","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"270","80","80612","Tranšejas izrakšana un aizbēršana ar mehānismiem (TN)","Darbos ietilpst: tranšejas izrakšana un aizrakšana ar mazgabarīta rakšanas tehniku. Darbi tiek veikti ar RCD TN resursiem.","0.00","m","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"271","80","80615","Grunts caurduršana kabeļa ieguldīšanai (TN)","Darbos ietilpst: grunts caurduršana ar caurduri un caurules ievēršana. Darbi tiek veikti ar RCD TN un RCD brigādes resursiem.","1.00","m","1",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
